id_choque,tipo_choque,data_choque,hora_choque,latitude_choque,longitude_choque,velocidade_choque,posicao_choque,trecho_choque,forca_maxima_choque,ACT_choque,PEG_choque,id_vagao,id_viagem,tipo_engate
4428,0,15/10/2022,12:27:27,-18.50595799,-52.93903701,21.24,334.15,T4,136.083812,22.31032818,90.55659767,458,5,F
4429,0,15/10/2022,12:27:27,-18.50596466,-52.93903367,21.24,334.15,T4,136.9189145,22.48957473,90.56937978,458,5,F
4430,0,15/10/2022,12:27:27,-18.50597087,-52.93903057,21.24,334.15,T4,136.5592718,22.37509794,90.58358213,458,5,F
4431,0,15/10/2022,12:27:27,-18.50599736,-52.93901752,21.24,334.146,T4,139.3815523,22.21242039,90.58784283,458,5,F
4432,0,15/10/2022,12:27:28,-18.50600863,-52.939012,21.24,334.1437,T4,137.2968441,21.72438776,90.62192846,458,5,F
4433,0,15/10/2022,12:27:28,-18.50601426,-52.93900924,21.24,334.14255,T4,137.4370437,21.56321648,90.60204517,458,5,F
4434,0,15/10/2022,12:27:28,-18.50605052,-52.93899173,21.24,334.14,T4,139.4973695,21.02397054,90.55943814,458,5,F
4435,0,15/10/2022,12:27:29,-18.50608868,-52.93897373,21.24,334.1371,T4,137.6442954,21.78162615,90.53955486,458,5,F
4436,0,15/10/2022,12:27:29,-18.50609564,-52.93897054,21.24,334.13565,T4,137.3029397,22.11752516,90.55233697,458,5,F
4437,0,15/10/2022,12:27:30,-18.50610188,-52.93896768,21.24,334.13435,T4,137.3273223,22.24103959,90.55091674,458,5,F
4438,0,15/10/2022,12:27:30,-18.50610716,-52.93896526,21.24,334.13325,T4,137.6930605,22.2576086,90.53529416,458,5,F
4439,0,15/10/2022,12:27:31,-18.50615608,-52.93894248,21.24,334.13,T4,141.4967388,22.72907223,90.56369885,458,5,F
4440,0,15/10/2022,12:27:32,-18.506196,-52.9389235,21.24,334.12495,T4,139.3266916,20.58263238,90.5864226,458,5,F
4441,0,15/10/2022,12:27:32,-18.506202,-52.93892063,21.24,334.1237,T4,138.0161294,20.58413866,90.58358213,458,5,F
4442,0,15/10/2022,12:27:32,-18.5062092,-52.93891718,21.24,334.1222,T4,139.6253779,20.85074908,90.57506072,458,5,F
4443,0,15/10/2022,12:27:33,-18.50625264,-52.93889704,21.24,334.12,T4,143.0694135,22.17476355,90.60346541,458,5,F
4444,0,15/10/2022,12:27:34,-18.50630426,-52.93887372,21.24,334.11255,T4,140.9603227,21.74095676,90.56227861,458,5,F
4445,0,15/10/2022,12:27:35,-18.50634676,-52.93885374,21.24,334.10375,T4,138.2843375,21.08120894,90.53671439,458,5,F
4446,0,15/10/2022,12:27:35,-18.50635252,-52.93885098,21.24,334.10255,T4,139.4607956,21.09024658,90.54381557,458,5,F
4447,0,15/10/2022,12:27:35,-18.50635876,-52.93884799,21.24,334.10125,T4,140.5031498,20.94865686,90.53529416,458,5,F
4448,0,15/10/2022,12:27:36,-18.50640964,-52.93882454,21.24,334.1,T4,141.880764,22.75618516,90.55943814,458,5,F
4449,0,15/10/2022,12:27:37,-18.50646248,-52.93880178,21.24,334.09,T4,136.7665235,21.72137521,90.5864226,458,5,F
4450,0,15/10/2022,12:27:37,-18.50647688,-52.93879518,21.24,334.09,T4,136.4922198,21.98045426,90.59920471,458,5,F
4451,0,15/10/2022,12:27:38,-18.50649224,-52.93878814,21.24,334.09,T4,140.3385676,21.37041347,90.61766775,458,5,F
4452,0,15/10/2022,12:27:38,-18.50651525,-52.93877769,21.24,334.0889,T4,138.3574851,21.07367757,90.5906833,458,5,F
4453,0,15/10/2022,12:27:38,-18.50653425,-52.93876933,21.24,334.0851,T4,141.2590089,20.51485007,90.58926307,458,5,F
4454,0,15/10/2022,12:27:39,-18.5065672,-52.93875485,21.24,334.07845,T4,137.4919045,22.96856973,90.54807627,458,5,F
4455,0,15/10/2022,12:27:39,-18.50657704,-52.93875055,21.24,334.0764,T4,139.5583259,22.21543294,90.56511908,458,5,F
4456,0,15/10/2022,12:27:40,-18.50659384,-52.9387432,21.24,334.0729,T4,138.4550153,20.87786201,90.59636424,458,5,F
4457,0,15/10/2022,12:27:40,-18.50660488,-52.93873837,21.24,334.0706,T4,137.4553307,20.93058158,90.54239533,458,5,F
4458,0,15/10/2022,12:27:40,-18.50662123,-52.93873106,21.24,334.07,T4,140.0033075,21.6987811,90.54239533,458,5,F
4459,0,15/10/2022,12:27:40,-18.50663177,-52.93872633,21.24,334.07,T4,140.094742,21.56020394,90.52109182,458,5,F
4460,0,15/10/2022,12:27:41,-18.50664965,-52.9387183,21.24,334.07,T4,136.961584,20.36572899,90.55517744,458,5,F
4461,0,15/10/2022,12:27:41,-18.50666175,-52.93871291,21.24,334.069,T4,141.0639485,20.7468162,90.53813463,458,5,F
4462,0,15/10/2022,12:27:42,-18.5066945,-52.9386985,21.24,334.06245,T4,136.8335756,23.12371591,90.5864226,458,5,F
4463,0,15/10/2022,12:27:42,-18.50670125,-52.93869553,21.24,334.0611,T4,137.7844951,22.83300511,90.59210353,458,5,F
4464,0,15/10/2022,12:27:42,-18.5067075,-52.9386928,21.24,334.05985,T4,137.7905908,22.32237837,90.58216189,458,5,F
4465,0,15/10/2022,12:27:42,-18.5067185,-52.9386884,21.24,334.05765,T4,143.0450309,21.82681436,90.5906833,458,5,F
4466,0,15/10/2022,12:27:43,-18.506734,-52.9386822,21.24,334.05455,T4,138.0831814,21.27099941,90.60346541,458,5,F
4467,0,15/10/2022,12:27:43,-18.5067678,-52.93866828,21.24,334.05,T4,141.2651046,21.57074785,90.59778447,458,5,F
4468,0,15/10/2022,12:27:44,-18.50680356,-52.93865263,21.24,334.05,T4,142.4781366,21.0947654,90.54807627,458,5,F
4469,0,15/10/2022,12:27:44,-18.506826,-52.9386436,21.24,334.04575,T4,139.9789249,20.6669837,90.54381557,458,5,F
4470,0,15/10/2022,12:27:45,-18.50683625,-52.9386395,21.24,334.0437,T4,136.1081946,21.03602073,90.55517744,458,5,F
4471,0,15/10/2022,12:27:45,-18.50685975,-52.93862991,21.24,334.04,T4,145.0565916,22.81492983,90.56369885,458,5,F
4472,0,15/10/2022,12:27:49,-18.50703425,-52.9385583,21.24,334.02,T4,137.4736176,21.53309101,90.594944,458,5,F
4473,0,15/10/2022,12:27:50,-18.50710125,-52.9385315,21.573,334.0107,T4,143.7460293,21.92170959,90.5452358,458,5,F
4474,0,15/10/2022,12:27:51,-18.50716575,-52.9385057,21.6,334.0078,T4,140.6311582,21.37493229,90.54381557,458,5,F
4475,0,15/10/2022,12:27:55,-18.5073385,-52.9384374,21.6,333.99,T4,147.3424559,21.82681436,90.55943814,458,5,F
4476,0,15/10/2022,12:27:55,-18.507378,-52.9384216,21.6,333.98575,T4,138.8390405,21.6023796,90.5494965,458,5,F
4477,0,15/10/2022,12:27:56,-18.5073835,-52.9384194,21.6,333.98465,T4,136.1142902,21.6023796,90.56369885,458,5,F
4478,0,15/10/2022,12:27:56,-18.50741848,-52.93840595,21.6,333.9777,T4,143.4290562,21.77258851,90.55517744,458,5,F
4479,0,15/10/2022,12:27:58,-18.5074925,-52.9383782,21.6,333.97,T4,139.9301598,21.85543356,90.61624752,458,5,F
4480,0,15/10/2022,12:27:58,-18.50753175,-52.93836298,21.6,333.9652,T4,144.5567492,21.57225412,90.60204517,458,5,F
4481,0,15/10/2022,12:28:01,-18.50765428,-52.93831698,21.6,333.95,T4,137.8576428,21.63853016,90.55659767,458,5,F
4482,0,15/10/2022,12:28:01,-18.50765974,-52.93831509,21.6,333.95,T4,136.7055671,21.63853016,90.56511908,458,5,F
4483,0,15/10/2022,12:28:02,-18.50771026,-52.93829491,21.6,333.94,T4,143.886229,21.75903205,90.57222025,458,5,F
4484,0,15/10/2022,12:28:04,-18.5078325,-52.93824959,21.6,333.92605,T4,145.404043,21.76806969,90.57932142,458,5,F
4485,0,15/10/2022,12:28:06,-18.50790876,-52.93822216,21.6,333.92,T4,143.2949521,22.14162554,90.55659767,458,5,F
4486,0,15/10/2022,12:28:07,-18.50795426,-52.93820641,21.6,333.9124,T4,137.9246948,21.53459728,90.56227861,458,5,F
4487,0,15/10/2022,12:28:09,-18.50808925,-52.93815607,21.6,333.9,T4,143.9471854,21.23936766,90.57648096,458,5,F
4488,0,15/10/2022,12:28:10,-18.5081291,-52.93814185,21.663,333.8982,T4,142.825588,22.02865502,90.55517744,458,5,F
4489,0,15/10/2022,12:28:12,-18.50819956,-52.93811712,21.96,333.88475,T4,136.7787148,21.80873908,90.56227861,458,5,F
4490,0,15/10/2022,12:28:12,-18.50822421,-52.93810829,21.96,333.8801,T4,141.1127136,21.39451384,90.56511908,458,5,F
4491,0,15/10/2022,12:28:12,-18.50824632,-52.93810144,21.96,333.88,T4,137.6503911,21.53911611,90.57080002,458,5,F
4492,0,15/10/2022,12:28:13,-18.50825282,-52.93809944,21.96,333.88,T4,137.4980001,21.7274003,90.59636424,458,5,F
4493,0,15/10/2022,12:28:13,-18.5082653,-52.9380956,21.96,333.88,T4,137.668678,21.35535073,90.5906833,458,5,F
4494,0,15/10/2022,12:28:14,-18.50832494,-52.93807414,21.96,333.87055,T4,141.3992086,22.42932379,90.62050822,458,5,F
4495,0,15/10/2022,12:28:14,-18.50834438,-52.93806733,21.96,333.87,T4,138.6683627,21.78915752,90.58358213,458,5,F
4496,0,15/10/2022,12:28:14,-18.50834958,-52.93806553,21.96,333.87,T4,139.1194399,21.79518261,90.60914635,458,5,F
4497,0,15/10/2022,12:28:15,-18.50837298,-52.93805743,21.96,333.87,T4,143.1486568,20.64288333,90.594944,458,5,F
4498,0,15/10/2022,12:28:15,-18.50839087,-52.93805152,21.96,333.8679,T4,136.4495503,20.54346927,90.55659767,458,5,F
4499,0,15/10/2022,12:28:16,-18.50843846,-52.93803611,21.96,333.8589,T4,140.9176532,21.93978488,90.57932142,458,5,F
4500,0,15/10/2022,12:28:16,-18.5084499,-52.93803215,21.96,333.8567,T4,139.4486044,21.78162615,90.56511908,458,5,F
4501,0,15/10/2022,12:28:16,-18.50845588,-52.93803008,21.96,333.85555,T4,137.802782,21.44422087,90.56653932,458,5,F
4502,0,15/10/2022,12:28:17,-18.5084837,-52.93802045,21.96,333.8502,T4,140.2044635,20.95016314,90.57506072,458,5,F
4503,0,15/10/2022,12:28:17,-18.50849644,-52.93801626,21.96,333.85,T4,139.808247,21.76656342,90.58216189,458,5,F
4504,0,15/10/2022,12:28:17,-18.5085084,-52.93801235,21.96,333.85,T4,136.8640537,22.14765063,90.58926307,458,5,F
4505,0,15/10/2022,12:28:18,-18.50852374,-52.93800734,21.96,333.85,T4,136.3459245,22.03618639,90.59210353,458,5,F
4506,0,15/10/2022,12:28:18,-18.5085318,-52.9380047,21.96,333.85,T4,137.1017836,21.66564309,90.59920471,458,5,F
4507,0,15/10/2022,12:28:18,-18.5085378,-52.93800273,21.96,333.8498,T4,138.8085624,21.57074785,90.60346541,458,5,F
4508,0,15/10/2022,12:28:19,-18.50857251,-52.93799094,21.96,333.84325,T4,143.2157088,21.73493167,90.62050822,458,5,F
4509,0,15/10/2022,12:28:20,-18.5086625,-52.93796125,21.96,333.83,T4,144.6055143,21.49091535,90.57932142,458,5,F
4510,0,15/10/2022,12:28:21,-18.50867836,-52.93795576,21.96,333.83,T4,138.089277,21.51501573,90.55801791,458,5,F
4511,0,15/10/2022,12:28:21,-18.50871223,-52.93794448,21.96,333.8267,T4,137.7966864,21.69124974,90.5494965,458,5,F
4512,0,15/10/2022,12:28:22,-18.50872521,-52.93794031,21.96,333.82425,T4,143.0328397,21.78162615,90.56653932,458,5,F
4513,0,15/10/2022,12:28:22,-18.50874297,-52.93793462,21.96,333.8209,T4,136.0655251,21.79066379,90.57080002,458,5,F
4514,0,15/10/2022,12:28:22,-18.50875961,-52.93792956,21.96,333.8178,T4,136.9676796,21.80120771,90.57080002,458,5,F
4515,0,15/10/2022,12:28:22,-18.50877392,-52.93792532,21.96,333.81515,T4,139.8692034,21.84790219,90.57932142,458,5,F
4516,0,15/10/2022,12:28:23,-18.50880812,-52.93791496,21.96,333.81,T4,138.7597972,21.60539214,90.63897127,458,5,F
4517,0,15/10/2022,12:28:24,-18.50885516,-52.93789932,21.9744,333.80955,T4,139.7168125,21.58882313,90.60346541,458,5,F
4518,0,15/10/2022,12:28:24,-18.50886434,-52.93789643,22.0356,333.80785,T4,136.4983154,21.81928299,90.60346541,458,5,F
4519,0,15/10/2022,12:28:24,-18.50887082,-52.93789439,22.0788,333.80665,T4,137.4187568,21.58581059,90.61482728,458,5,F
4520,0,15/10/2022,12:28:24,-18.50887676,-52.93789252,22.1184,333.80555,T4,137.8393559,21.38999502,90.61056658,458,5,F
4521,0,15/10/2022,12:28:25,-18.50888378,-52.93789031,22.1652,333.80425,T4,137.6442954,21.08874031,90.58926307,458,5,F
4522,0,15/10/2022,12:28:25,-18.50891124,-52.93788172,22.32,333.8,T4,137.1200706,21.19869828,90.57364049,458,5,F
4523,0,15/10/2022,12:28:25,-18.50891866,-52.93787948,22.32,333.8,T4,138.5159717,21.46380243,90.56937978,458,5,F
4524,0,15/10/2022,12:28:25,-18.50892476,-52.93787764,22.32,333.8,T4,139.2779265,21.63250507,90.57364049,458,5,F
4525,0,15/10/2022,12:28:25,-18.50893165,-52.93787556,22.32,333.8,T4,136.4983154,21.76505714,90.56369885,458,5,F
4526,0,15/10/2022,12:28:26,-18.5089449,-52.93787156,22.32,333.8,T4,136.169151,22.25007723,90.56653932,458,5,F
4527,0,15/10/2022,12:28:26,-18.50895921,-52.93786724,22.32,333.8,T4,138.0587988,22.21242039,90.5494965,458,5,F
4528,0,15/10/2022,12:28:26,-18.50896557,-52.93786522,22.32,333.7989,T4,139.4851782,22.0979436,90.55659767,458,5,F
4529,0,15/10/2022,12:28:27,-18.509013,-52.93785,22.32,333.78995,T4,136.3154463,21.037527,90.57080002,458,5,F
4530,0,15/10/2022,12:28:27,-18.50902002,-52.93784805,22.32,333.78865,T4,136.6080369,20.41995484,90.55943814,458,5,F
4531,0,15/10/2022,12:28:27,-18.50902515,-52.93784663,22.32,333.7877,T4,136.58975,19.83552069,90.57506072,458,5,F
4532,0,15/10/2022,12:28:27,-18.50903109,-52.93784498,22.32,333.7866,T4,139.0889617,19.75719446,90.57790119,458,5,F
4533,0,15/10/2022,12:28:27,-18.50903703,-52.93784333,22.32,333.7855,T4,138.528163,19.88974654,90.57506072,458,5,F
4534,0,15/10/2022,12:28:28,-18.50904324,-52.9378416,22.32,333.78435,T4,137.8820253,20.3597039,90.59352377,458,5,F
4535,0,15/10/2022,12:28:28,-18.50905377,-52.93783868,22.32,333.7824,T4,138.107564,21.58279804,90.58358213,458,5,F
4536,0,15/10/2022,12:28:28,-18.50906646,-52.93783515,22.32,333.78005,T4,138.0831814,22.4172736,90.61482728,458,5,F
4537,0,15/10/2022,12:28:28,-18.5090723,-52.9378333,22.32,333.78,T4,139.9179685,22.22296431,90.58926307,458,5,F
4538,0,15/10/2022,12:28:29,-18.50910066,-52.93782421,22.32,333.78,T4,141.0517572,21.82982691,90.63471057,458,5,F
4539,0,15/10/2022,12:28:29,-18.50911338,-52.93782013,22.32,333.78,T4,138.9853359,21.58279804,90.63755103,458,5,F
4540,0,15/10/2022,12:28:30,-18.50914888,-52.9378096,22.32,333.7747,T4,136.3824983,21.76355087,90.63329033,458,5,F
4541,0,15/10/2022,12:28:30,-18.5091552,-52.93780776,22.32,333.77355,T4,136.6507064,22.04522403,90.59920471,458,5,F
4542,0,15/10/2022,12:28:30,-18.50916565,-52.93780472,22.32,333.77165,T4,137.7113475,22.20338275,90.58500236,458,5,F
4543,0,15/10/2022,12:28:30,-18.50918322,-52.93779968,22.32,333.77,T4,137.4370437,22.10246242,90.58926307,458,5,F
4544,0,15/10/2022,12:28:30,-18.50918905,-52.93779803,22.32,333.77,T4,137.7844951,22.04974285,90.57790119,458,5,F
4545,0,15/10/2022,12:28:30,-18.50919541,-52.93779623,22.32,333.77,T4,138.2843375,21.96840408,90.57506072,458,5,F
4546,0,15/10/2022,12:28:31,-18.50920309,-52.93779405,22.32,333.77,T4,138.6744583,21.92321587,90.57222025,458,5,F
4547,0,15/10/2022,12:28:31,-18.50920972,-52.93779218,22.32,333.77,T4,139.5034651,21.91417823,90.57790119,458,5,F
4548,0,15/10/2022,12:28:31,-18.50925041,-52.93777995,22.32,333.7658,T4,136.4312634,21.86899002,90.57222025,458,5,F
4549,0,15/10/2022,12:28:32,-18.5092712,-52.9377734,22.32,333.76195,T4,139.3145003,22.14313181,90.57506072,458,5,F
4550,0,15/10/2022,12:28:32,-18.50927876,-52.93777102,22.32,333.76055,T4,137.4675219,22.21392667,90.55375721,458,5,F
4551,0,15/10/2022,12:28:32,-18.50930455,-52.93776385,22.32,333.75585,T4,137.5833391,21.89911549,90.57790119,458,5,F
4552,0,15/10/2022,12:28:33,-18.50935608,-52.93774888,22.32,333.75,T4,136.3581158,21.3056437,90.60914635,458,5,F
4553,0,15/10/2022,12:28:34,-18.50939908,-52.93773553,22.32,333.7483,T4,137.2236964,20.13828168,90.61482728,458,5,F
4554,0,15/10/2022,12:28:35,-18.50944845,-52.93772203,22.32,333.7393,T4,136.3276376,21.42162677,90.59636424,458,5,F
4555,0,15/10/2022,12:28:37,-18.509553,-52.937693,22.32,333.72995,T4,141.4418781,19.83401442,90.56653932,458,5,F
4556,0,15/10/2022,12:28:38,-18.50960635,-52.93767845,22.6692,333.72025,T4,136.303255,21.83133318,90.62760939,458,5,F
4557,0,15/10/2022,12:28:38,-18.50961178,-52.93767695,22.68,333.72,T4,136.2666812,21.37191974,90.5864226,458,5,F
4558,0,15/10/2022,12:28:39,-18.50964175,-52.93766863,22.68,333.72,T4,136.8457668,22.48354964,90.63044986,458,5,F
4559,0,15/10/2022,12:28:39,-18.50964607,-52.93766743,22.68,333.72,T4,137.3760874,22.62513935,90.65601408,458,5,F
4560,0,15/10/2022,12:28:39,-18.50965741,-52.93766428,22.68,333.72,T4,136.5592718,21.92020332,90.65743432,458,5,F
4561,0,15/10/2022,12:28:42,-18.50980665,-52.93762555,22.68,333.7,T4,137.1749313,22.19585139,90.57222025,458,5,F
4562,0,15/10/2022,12:28:42,-18.50983553,-52.93761768,22.68,333.6984,T4,136.0106644,21.46229615,90.58358213,458,5,F
4563,0,15/10/2022,12:28:42,-18.50984955,-52.93761385,22.68,333.69585,T4,137.3943743,21.52555964,90.58074166,458,5,F
4564,0,15/10/2022,12:30:31,-18.51662888,-52.93693573,29.52,332.9345,T4,136.4922198,21.56472276,90.60346541,458,5,F
4565,0,15/10/2022,12:30:39,-18.51728533,-52.93698503,30.7044,332.86705,T4,141.0273747,21.57526667,90.60062494,458,5,F
4566,0,15/10/2022,12:30:40,-18.51733461,-52.93698951,30.9348,332.86065,T4,137.0591142,21.55116629,90.58358213,458,5,F
4567,0,15/10/2022,12:30:40,-18.51734039,-52.93699004,30.96,332.8599,T4,136.370307,21.57677295,90.57790119,458,5,F
4568,0,15/10/2022,12:30:41,-18.51739583,-52.9369958,30.96,332.8527,T4,137.095688,21.50296554,90.62334869,458,5,F
4569,0,15/10/2022,12:30:41,-18.51743377,-52.93699951,30.96,332.8478,T4,138.5708325,21.0721713,90.63329033,458,5,F
4570,0,15/10/2022,12:30:44,-18.51763869,-52.9370207,31.32,332.8314,T4,136.1630553,21.62196115,90.59778447,458,5,F
4571,0,15/10/2022,12:30:45,-18.51773906,-52.9370314,31.3704,332.81855,T4,136.4312634,21.73643794,90.60630588,458,5,F
4572,0,15/10/2022,12:30:45,-18.51774538,-52.9370322,31.3992,332.81775,T4,136.4678373,21.71083129,90.60062494,458,5,F
4573,0,15/10/2022,12:30:48,-18.5179494,-52.93705605,31.9698,332.8019,T4,137.3638961,21.3628821,90.61766775,458,5,F
4574,0,15/10/2022,12:30:48,-18.5179574,-52.93705705,32.0058,332.8009,T4,140.7225928,21.38999502,90.63471057,458,5,F
4575,0,15/10/2022,12:30:48,-18.5179726,-52.93705895,32.04,332.799,T4,138.9182838,21.31769389,90.62050822,458,5,F
4576,0,15/10/2022,12:30:49,-18.518075,-52.9370725,32.175,332.7862,T4,137.1200706,21.38246365,90.60772611,458,5,F
4577,0,15/10/2022,12:30:50,-18.518161,-52.9370845,32.4,332.77545,T4,136.0289513,21.25894922,90.60914635,458,5,F
4578,0,15/10/2022,12:30:51,-18.5181686,-52.93708545,32.4,332.7745,T4,137.3943743,21.20773592,90.62760939,458,5,F
4579,0,15/10/2022,12:30:51,-18.5181766,-52.93708645,32.4,332.7735,T4,136.7177584,21.31468134,90.60772611,458,5,F
4580,0,15/10/2022,12:30:51,-18.51822919,-52.93709354,32.4,332.767,T4,136.3581158,21.53158474,90.64181174,458,5,F
4581,0,15/10/2022,12:30:52,-18.51824682,-52.93709612,32.4,332.76485,T4,136.4190722,21.41861422,90.60630588,458,5,F
4582,0,15/10/2022,12:30:52,-18.5183082,-52.93710492,32.4954,332.7573,T4,136.5958457,21.53007846,90.67305689,458,5,F
4583,0,15/10/2022,12:30:52,-18.5183238,-52.93710706,32.5656,332.75535,T4,136.5409849,21.47434634,90.67305689,458,5,F
4584,0,15/10/2022,12:30:53,-18.51837794,-52.93711462,32.76,332.7486,T4,136.675089,21.59334195,90.62334869,458,5,F
4585,0,15/10/2022,12:30:54,-18.51842411,-52.93712146,32.76,332.7429,T4,137.73573,21.44572714,90.61340705,458,5,F
4586,0,15/10/2022,12:30:55,-18.51854213,-52.9371395,33.12,332.7287,T4,139.7046212,21.59484823,90.594944,458,5,F
4587,0,15/10/2022,12:30:56,-18.51862644,-52.9371524,33.1776,332.71835,T4,136.5287936,21.38698247,90.62618916,458,5,F
4588,0,15/10/2022,12:40:47,-18.58046271,-52.94656039,18.7902,324.64,T4,136.1203859,22.85258666,83.46962813,407,5,F
4589,0,15/10/2022,12:40:47,-18.58047758,-52.9465313,18.72,324.63535,T4,136.6324195,22.7140095,83.44974485,407,5,F
4590,0,15/10/2022,12:40:48,-18.58047977,-52.94652703,18.72,324.6344,T4,136.1630553,22.67785893,83.43980321,407,5,F
4591,0,15/10/2022,12:40:48,-18.58048632,-52.9465142,18.72,324.63155,T4,136.0777164,22.82698001,83.44122344,407,5,F
4592,0,15/10/2022,12:40:48,-18.58048816,-52.9465106,18.72,324.63075,T4,136.0289513,22.83451138,83.43270204,407,5,F
4593,0,15/10/2022,12:40:48,-18.5804999,-52.9464872,18.558,324.63,T4,136.2849681,22.82396747,83.41139852,407,5,F
4594,0,15/10/2022,12:40:50,-18.58052292,-52.94644168,18.1728,324.62475,T4,137.4919045,22.77426044,83.42844134,407,5,F
4595,0,15/10/2022,12:40:50,-18.58052901,-52.94642979,18.0684,324.62185,T4,138.7963711,22.78329808,83.44264368,407,5,F
4596,0,15/10/2022,12:40:50,-18.58053516,-52.94641822,18.0,324.62,T4,136.3215419,22.84053648,83.45116509,407,5,F
4597,0,15/10/2022,12:40:50,-18.5805408,-52.94640835,18.0,324.62,T4,137.3212266,22.80739846,83.45116509,407,5,F
4598,0,15/10/2022,12:40:51,-18.5805474,-52.9463968,18.0,324.62,T4,136.0228557,22.80137336,83.4682079,407,5,F
4599,0,15/10/2022,12:40:51,-18.58055076,-52.94639092,18.0,324.62,T4,136.3764027,22.58145742,83.4724686,407,5,F
4600,0,15/10/2022,12:40:51,-18.58055676,-52.94638042,18.0,324.62,T4,138.4915892,22.68840284,83.48241024,407,5,F
4601,0,15/10/2022,12:40:51,-18.58056183,-52.94637034,18.0,324.61765,T4,136.9859665,22.70949067,83.48241024,407,5,F
4602,0,15/10/2022,12:40:51,-18.58056698,-52.94636005,18.0,324.6152,T4,141.039566,22.82999256,83.47956977,407,5,F
4603,0,15/10/2022,12:41:41,-18.5813269,-52.9448672,8.64,324.43,T4,198.9847033,24.96588849,83.44690438,407,5,F
4604,0,15/10/2022,12:42:14,-18.58158386,-52.94433007,3.8826,324.37,T4,136.4312634,23.80455156,83.45826626,407,5,F
4605,0,15/10/2022,12:42:16,-18.5815932,-52.9443098,3.456,324.37,T4,136.8030974,22.85258666,83.46962813,407,5,F
4606,0,15/10/2022,12:42:18,-18.58159739,-52.94429609,2.8332,324.37,T4,150.7925872,23.20354841,83.49377212,407,5,F
4607,0,15/10/2022,12:42:19,-18.58159888,-52.94429263,2.655,324.37,T4,137.7113475,23.23518015,83.48241024,407,5,F
4608,0,15/10/2022,12:42:20,-18.5816012,-52.944287,2.304,324.37,T4,143.8130814,23.5801168,83.44264368,407,5,F
4609,0,15/10/2022,12:44:17,-18.581625,-52.944255,0.0,324.36,T4,136.9981578,23.20053586,90.08934056,407,5,F
4610,0,15/10/2022,12:44:18,-18.581625,-52.944255,0.0,324.36,T4,136.102099,23.28789973,90.08081916,407,5,F
4611,0,15/10/2022,12:44:18,-18.581625,-52.944255,0.0,324.36,T4,136.3215419,23.25024289,90.09218103,407,5,F
4612,0,15/10/2022,12:44:18,-18.581625,-52.944255,0.0,324.36,T4,136.4983154,23.25928053,90.08223939,407,5,F
4613,0,15/10/2022,12:44:18,-18.581625,-52.944255,0.0,324.36,T4,136.7787148,23.26831817,90.07371799,407,5,F
4614,0,15/10/2022,12:44:18,-18.581625,-52.944255,0.0,324.36,T4,137.315131,23.24873662,90.07229775,407,5,F
4615,0,15/10/2022,12:44:18,-18.581625,-52.944255,0.0,324.36,T4,137.5894347,23.24873662,90.07087752,407,5,F
4616,0,15/10/2022,12:44:19,-18.581625,-52.944255,0.0,324.36,T4,137.7296344,23.27584954,90.08507986,407,5,F
4617,0,15/10/2022,12:44:19,-18.581625,-52.944255,0.0,324.36,T4,136.1264815,23.31049383,90.08507986,407,5,F
4618,0,15/10/2022,12:44:22,-18.581625,-52.944255,0.0,324.36,T4,155.7605324,23.62681128,90.12910713,407,5,F
4619,0,15/10/2022,12:44:25,-18.581625,-52.944255,0.0,324.36,T4,136.3581158,23.58312935,90.13762853,407,5,F
4620,0,15/10/2022,12:44:31,-18.58161227,-52.944257,0.72,324.36,T4,153.6758241,23.60722973,90.17881533,407,5,F
4621,0,15/10/2022,12:44:41,-18.58160216,-52.944248,0.72,324.36,T4,154.2122402,23.59668581,90.22000213,407,5,F
4622,0,15/10/2022,12:44:45,-18.581595,-52.94424283,0.783,324.36,T4,136.0228557,23.93409109,90.17881533,407,5,F
4623,0,15/10/2022,12:44:45,-18.581595,-52.9442427,0.8298,324.36,T4,136.6507064,23.94463501,90.19017721,407,5,F
4624,0,15/10/2022,12:44:48,-18.581597,-52.94423649,0.9018,324.36,T4,159.1679942,24.25040854,90.21148072,407,5,F
4625,0,15/10/2022,12:44:53,-18.5816,-52.94422086,1.2852,324.36,T4,136.0777164,23.97777303,90.21290096,407,5,F
4626,0,15/10/2022,12:44:53,-18.5816,-52.9442206,1.332,324.36,T4,136.370307,23.99283576,90.20011885,407,5,F
4627,0,15/10/2022,12:44:54,-18.581598,-52.94421479,1.44,324.36,T4,136.943297,23.91300326,90.17597486,407,5,F
4628,0,15/10/2022,12:44:57,-18.58159806,-52.94420479,1.4616,324.36,T4,158.7595864,23.83317076,90.23988541,407,5,F
4629,0,15/10/2022,12:45:03,-18.58161359,-52.94417329,2.16,324.35465,T4,136.9250101,23.28036836,90.24556635,407,5,F
4630,0,15/10/2022,12:45:03,-18.581615,-52.94416905,2.0916,324.35,T4,136.4434547,23.27283699,90.23562471,407,5,F
4631,0,15/10/2022,12:45:03,-18.581615,-52.94416818,2.0286,324.35,T4,136.6507064,23.27283699,90.23846517,407,5,F
4632,0,15/10/2022,12:45:06,-18.58161725,-52.9441515,2.16,324.35,T4,167.8298961,23.40689534,90.24982705,407,5,F
4633,0,15/10/2022,12:45:57,-18.58192656,-52.94350617,6.84,324.28,T4,136.1813423,23.26831817,90.29811502,407,5,F
